id,state,lga,facility_name,corrected_facility_name,validated_state
526,Delta,IKA SOUTH,Living Spring Specialist Hospital,Nirvana Specialist Hospital,Delta
527,Delta,IKA SOUTH,PHC Agbor-Obi 1,,
528,Delta,IKA SOUTH,PHc Agbor-Obi 2,,
529,Delta,IKA SOUTH,PHC Agbo-Nta,,
530,Delta,IKA SOUTH,Unic Maternity Home,ZION MATERNITY HOME,Delta
531,Delta,IKA SOUTH,PHC Alihagu,,
532,Delta,IKA SOUTH,PHC Igbogili,,
533,Delta,IKA SOUTH,PHC Alifekede,,
534,Delta,IKA SOUTH,PHC Alihame,,
535,Delta,IKA SOUTH,PHC Ozanogogo,,
536,Delta,IKA SOUTH,PHC Alihagwai,,
537,Delta,IKA SOUTH,PHC Oki,,
538,Delta,IKA SOUTH,"Model PHC Centre, Agbor",Agbor Model Primary Health Centre,Delta
539,Delta,IKA SOUTH,"PHC Centre, Abavo",,
540,Delta,IKA SOUTH,PHC Oyoko,,
541,Delta,IKA SOUTH,General Hospital Abavo,Aboh General Hospital,Delta
542,Delta,IKA SOUTH,Secho Specialist Hospital,Kanayo Specialist Hosptial,Delta
543,Delta,IKA SOUTH,Mercy Chemist,,
544,Delta,IKA SOUTH,Evelyn Chemist,,
545,Delta,IKA SOUTH,Pat-Bliss Medical Store,,
546,Delta,IKA SOUTH,Edith Chemist,,
547,Delta,IKA SOUTH,IK Medicine Store,,
548,Delta,IKA SOUTH,Goshen Medicine Store,,
549,Delta,IKA SOUTH,May Nursing Home,May  Nursing Home,Delta
550,Delta,IKA SOUTH,Blessing Medicine Store,,
551,Delta,IKA SOUTH,Jokan Pharmacy,,
552,Delta,IKA SOUTH,Chido's Investment,,
553,Delta,IKA SOUTH,Ayo Agholor Medicine Store,,
554,Delta,IKA SOUTH,Onyinye Patent Medicine Store,,
555,Delta,IKA SOUTH,Anag Pharmacy,,
556,Delta,IKA SOUTH,B C Omodon Mem. Hospital,,
557,Delta,IKA SOUTH,Desmond Patent Medicine Store,,
558,Delta,IKA SOUTH,Nelrose Patent Medicine Vendor,,
559,Delta,IKA SOUTH,St. Cordellia Maternity Home,Anglican Maternity Home,Delta
560,Delta,IKA SOUTH,Vincent Patent Medicine Vendor,,
561,Delta,IKA SOUTH,Felix Chemist,,
562,Delta,IKA SOUTH,Edith Chemist,,
563,Delta,IKA SOUTH,Osede Medical Services,Nigeria Police Medical Services,Delta
564,Delta,IKA SOUTH,Promise Super Store,,
565,Delta,IKA SOUTH,Zion Patrent Medicine Shop,,
566,Delta,IKA SOUTH,Nkechi Patent Medicine Shop,,
567,Delta,IKA SOUTH,Ola Patent Medicine Store,,
568,Delta,IKA SOUTH,Ada Patent Medicine Vendor,,
569,Delta,IKA SOUTH,Regon Patent Medicine Vendor,,
570,Delta,IKA SOUTH,Nkeonye Clinic,Icon Clinic,Delta
571,Delta,IKA SOUTH,Mercy's Chemist Store,,
572,Delta,IKA SOUTH,God's Gift Chemist,,
573,Delta,IKA SOUTH,PHC Ekuku-Agbor,,
574,Delta,IKA SOUTH,God's Grace Clinic Ekuku-Agbor,Amazing Grace God Clinic,Delta
575,Delta,ISOKO NORTH,PHC Centre Ozoro,,
576,Delta,ISOKO NORTH,"St. Mary's Catholic Hospital, Ozoro",St Mary's Catholic Hospital,Delta
577,Delta,ISOKO NORTH,PHC Erovie,,
578,Delta,ISOKO NORTH,General Hospital Ozoro,Koko General Hospital,Delta
579,Delta,ISOKO NORTH,Victory Clinic Ozoro,Victory Clinic,Delta
580,Delta,ISOKO NORTH,"His Glory Medical Centre, Ozoro",Up-Christ Medical Centre,Delta
581,Delta,ISOKO NORTH,"Best Link Hospital,Ozoro",,
582,Delta,ISOKO NORTH,"PHC Centre, Owhelogbo",Owhelogbo Primary Health Centre,Delta
583,Delta,ISOKO NORTH,General Hospital Owhelogbo,Ogbe-Ijoh General Hospital,Delta
584,Delta,ISOKO NORTH,PHC OTIBIO OWHE,,
585,Delta,ISOKO NORTH,"PHC Centre, Okpe-Isoko",Okpe Isoko Primary Health Centre,Delta
586,Delta,ISOKO NORTH,"PHC Centre, Aradhe",,
587,Delta,ISOKO NORTH,"PHC Centre, Ofagbe",,
588,Delta,ISOKO NORTH,General Hospital Ofagbe,Oleh General Hospital,Delta
589,Delta,ISOKO NORTH,"PHC Centre, Ekiugbo-Iyede",Ekiugbo Iyede Primary Health Centre,Delta
590,Delta,ISOKO NORTH,"PHC Centre, Otor-Iyede",Otor-Iyede Primary Health Centre,Delta
591,Delta,ISOKO NORTH,PHC Iwride-Iyede,,
592,Delta,ISOKO NORTH,PHC Centre Oyede,,
593,Delta,ISOKO NORTH,"PHC Centre, Bethel-Oyede",,
594,Delta,ISOKO NORTH,"PHC Centre, Emevor",,
595,Delta,ISOKO NORTH,"PHC Centre, Isi-Emevor",Isi Emevor Primary Health Centre,Delta
596,Delta,ISOKO NORTH,PHC EDHOMOKO OKPESIA,,
597,Delta,ISOKO NORTH,PHC Otor-Owhe,,
598,Delta,ISOKO NORTH,PHC AKIEWHE OWHE,,
599,Delta,ISOKO NORTH,PHC Centre Ovrode,,
600,Delta,ISOKO NORTH,PHC ELLU,,
601,Delta,ISOKO SOUTH,"Central Hosp, Oleh",Oleh Central Hospital,Delta
602,Delta,ISOKO SOUTH,DELSU Oleh,,
603,Delta,ISOKO SOUTH,Kings view specialist hospital,Nirvana Specialist Hospital,Delta
604,Delta,ISOKO SOUTH,PHC Oleh,,
605,Delta,ISOKO SOUTH,PHC Irri,,
606,Delta,ISOKO SOUTH,Oweh Memorial Hospital Oleh,Okparavero Memorial Hospital,Delta
607,Delta,ISOKO SOUTH,PHC Uzere,,
608,Delta,ISOKO SOUTH,"Cottage Hospital, Uzere",Uzere Cottage  Hospital,Delta
609,Delta,ISOKO SOUTH,PHC Emede,,
610,Delta,ISOKO SOUTH,PHC Igbide,,
611,Delta,ISOKO SOUTH,PHC Enwhe,,
612,Delta,ISOKO SOUTH,PHC Egbo-Igbide,,
613,Delta,ISOKO SOUTH,PHCC Umeh,,
614,Delta,ISOKO SOUTH,"PHC Centre, Olomoro",,
615,Delta,ISOKO SOUTH,"Government Hospital, Olomoro",Olomoro Government Hospital,Delta
616,Delta,ISOKO SOUTH,"PHC Centre, Araya",,
617,Delta,ISOKO SOUTH,PHC Aviara,,
618,Delta,ISOKO SOUTH,"Government Hospital, Aviara",Aviara  Government  Hospital,Delta
619,Delta,ISOKO SOUTH,PHC Ivrogbo,,
620,Delta,ISOKO SOUTH,PHC Orie,,
621,Delta,ISOKO SOUTH,PHC Urho,,
622,Delta,ISOKO SOUTH,PHC Idheze,,
623,Delta,NDOKWA EAST,"General Hospital, Ashaka",Aboh General Hospital,Delta
624,Delta,NDOKWA EAST,"PHC Centre, Ashaka",,
625,Delta,NDOKWA EAST,PHC Ushie,,
626,Delta,NDOKWA EAST,Nuel Hospital Ashaka,Nuel Hospital,Delta
627,Delta,NDOKWA EAST,"St Jude Maternity Home, Abboh",St Jude Maternity Home,Delta
628,Delta,NDOKWA EAST,PHC Centre Akarai Etiti,,
629,Delta,NDOKWA EAST,PHC Aballagada,,
630,Delta,NDOKWA EAST,"PHC Centre, Aboh",,
631,Delta,NDOKWA EAST,"PHC Centre, Ossissa",,
632,Delta,NDOKWA EAST,PHC Centre Umuoshimili,,
633,Delta,NDOKWA EAST,PHC Centre Umuleke,,
634,Delta,NDOKWA EAST,"PHC Centre, Okpai-Oluchi",,
635,Delta,NDOKWA EAST,"PHC Centre, Ibrede",,
636,Delta,NDOKWA EAST,PHC Igbuku,,
637,Delta,NDOKWA EAST,PHC Onuogbokor,,
638,Delta,NDOKWA EAST,"PHC Centre, Ase",,
639,Delta,NDOKWA EAST,"PHC Centre, Aballa-Uno",,
640,Delta,NDOKWA EAST,"PHC Centre, Aballa-Obodo",,
641,Delta,NDOKWA EAST,PHC Azagba,,
642,Delta,NDOKWA EAST,PHC Ekpe,,
643,Delta,NDOKWA EAST,PHC Ibedeni,,
644,Delta,NDOKWA EAST,PHC Inyi,,
645,Delta,NDOKWA EAST,PHc Afor-Ogbedigbo,,
646,Delta,NDOKWA EAST,PHC Centre Iselegu,,
647,Delta,NDOKWA EAST,PHC Onyah,,
648,Delta,NDOKWA WEST,Central Hospital Kwale,Kwale General Hospital,Delta
649,Delta,NDOKWA WEST,PHC Centre Umusam,,
650,Delta,NDOKWA WEST,Nigerian Prisons Kwale,,
651,Delta,NDOKWA WEST,"Brema Hospital, Kwale",Brema Hospital,Delta
652,Delta,NDOKWA WEST,St Michael's Clinic Kwale,St Raphael'S Clinic,Delta
653,Delta,NDOKWA WEST,Urban PHC Kwale,,
654,Delta,NDOKWA WEST,F.S.P PHC,,
655,Delta,NDOKWA WEST,PHC Joebin,,
656,Delta,NDOKWA WEST,PHC Ogbe-ole,,
657,Delta,NDOKWA WEST,Gabs Family Clinic,,
658,Delta,NDOKWA WEST,Donak Clinic Kwale,,
659,Delta,NDOKWA WEST,PHC Centre Ogume,,
660,Delta,NDOKWA WEST,PHC Centre Utagba-Uno,,
661,Delta,NDOKWA WEST,PHC Emu-Uno,,
662,Delta,NDOKWA WEST,PHC Emu-Ebendo,,
663,Delta,NDOKWA WEST,PHC Emu-Obodeti,,
664,Delta,NDOKWA WEST,PHC Eboma,,
665,Delta,NDOKWA WEST,PHC Ndemili,,
666,Delta,NDOKWA WEST,PHc Utue,,
667,Delta,NDOKWA WEST,PHC Chika,,
668,Delta,NDOKWA WEST,PHC Onicha Ukwuani,,
669,Delta,NDOKWA WEST,PHC Oliogo,,
670,Delta,NDOKWA WEST,PHC Isumpe,,
671,Delta,NDOKWA WEST,PHC Etua,,
672,Delta,NDOKWA WEST,PHC Abbi,,
673,Delta,NDOKWA WEST,"Catholic Hospital, Abbi",Catholic Hospital,Delta
674,Delta,OKPE,"General Hospital, Orerokpe",Orerokpe General Hospital,Delta
675,Delta,OKPE,Urban PHC Orerokpe,,
676,Delta,OKPE,"Jesus Hominum Salvator Hospital, Orerokpe",,
677,Delta,OKPE,Grace At Work Nursing and Maternity Home,Gods Grace Nursing And Maternity Home,Delta
678,Delta,OKPE,"PHC Centre, Adeje",,
679,Delta,OKPE,PHC Okuabude,,
680,Delta,OKPE,"Shammar Medical Centre, Oku-Otomewo",,
681,Delta,OKPE,"Jotal Lab Venture & Nursing Home, Adeje",,
682,Delta,OKPE,PHC Aghalokpe,,
683,Delta,OKPE,"PHC Centre, Oviri-Okpe",,
684,Delta,OKPE,"PHC Centre, Osubi",,
685,Delta,OKPE,"BMS Hospital, Osubi",,
686,Delta,OKPE,"PHC Centre, Okuokokor",,
687,Delta,OKPE,PHc Amuokpokpor,,
688,Delta,OKPE,PHC Iwhriyen,,
689,Delta,OKPE,PHC Egborode,,
690,Delta,OKPE,God Reigns Clinic & Maternity Jeddo,James Clinic & Maternity Services,Delta
691,Delta,OKPE,"PHC Centre, Jeddo",,
692,Delta,OKPE,PHC Ugbokodo,,
693,Delta,OKPE,PHC Ughoton,,
694,Delta,OKPE,DAAS Hospital Ughoton,,
695,Delta,OSHIMILI NORTH,"Govt Hospital, Ibusa",Government Hospital Ibusa,Delta
696,Delta,OSHIMILI NORTH,Holy Cross Clinic Ibusa,Holy Cross Clinic And Maternity,Delta
697,Delta,OSHIMILI NORTH,CHC Ogboli-Ibusa,,
698,Delta,OSHIMILI NORTH,PHC Centre Ibusa,,
699,Delta,OSHIMILI NORTH,PHC ACHALLA IBUSA,,
700,Delta,OSHIMILI NORTH,"Govt Hospital, Akwukwu-Igbo",Government Hospital Akwukwu-Igbo,Delta
701,Delta,OSHIMILI NORTH,PHC AKWUKWU IGBO,,
702,Delta,OSHIMILI NORTH,"PHC, Ugbolu",,
703,Delta,OSHIMILI NORTH,PHC Ebu,,
704,Delta,OSHIMILI NORTH,Government Hospital EBU,Ebu Government Hospital,Delta
705,Delta,OSHIMILI NORTH,"Comprehensive Health Centre, Illah",Onya Comprehensive Health Centre,Delta
706,Delta,OSHIMILI NORTH,"PHC, Okpanam",,
707,Delta,OSHIMILI NORTH,"Group Christian Medical Centre, Okpanam",Up-Christ Medical Centre,Delta
708,Delta,OSHIMILI NORTH,"CHC Ogbeobi, Okpanam",,
709,Delta,OSHIMILI NORTH,"Ark Medical Hospital, Okpanam",Okparavero Memorial Hospital,Delta
710,Delta,OSHIMILI NORTH,PHC Atuma,,
711,Delta,OSHIMILI NORTH,PHC Ukala-Okpunor,,
712,Delta,OSHIMILI SOUTH,FMC Asaba,,
713,Delta,OSHIMILI SOUTH,General Hospital Okwe,Kwale General Hospital,Delta
714,Delta,OSHIMILI SOUTH,El-Comfort Hospital Asaba,,
715,Delta,OSHIMILI SOUTH,"PHC Centre, Okwe",,
716,Delta,OSHIMILI SOUTH,Police Clinic Asaba,Police Clinic,Delta
717,Delta,OSHIMILI SOUTH,"PHC Centre, Akwebulu",,
718,Delta,OSHIMILI SOUTH,"St. Rebecca Hospital, Asaba",ASABA SPECIALIST HOSPITAL,Delta
719,Delta,OSHIMILI SOUTH,"Afolabi Hospital, Asaba",Ibrahim  Afolabi Hospital,Delta
720,Delta,OSHIMILI SOUTH,"Kanayo Hospital, Asaba",Radah Bay Hospital,Delta
721,Delta,OSHIMILI SOUTH,"PHC Centre, Cable Point, Asaba",Cable Point Asaba Primary Health Centre,Delta
722,Delta,OSHIMILI SOUTH,"Good Samaritan Hospital, Asaba",ASABA SPECIALIST HOSPITAL,Delta
723,Delta,OSHIMILI SOUTH,"PHC Centre, Umuagu - Asaba",Umuagu Asaba Primary Health Centre,Delta
724,Delta,OSHIMILI SOUTH,"Model PHC Centre, Asaba",Federal Medical Centre Asaba,Delta
725,Delta,OSHIMILI SOUTH,"St. Joseph Catholic Hospital, Asaba",St John Catholic Hospital,Delta
726,Delta,OSHIMILI SOUTH,Life Value Clinic Asaba,Life Value Clinic And Maternity,Delta
727,Delta,OSHIMILI SOUTH,Mother and Child Clinic Asaba,,
728,Delta,OSHIMILI SOUTH,Fruitful Clinic Asaba,Fruitful Clinic,Delta
729,Delta,OSHIMILI SOUTH,"St. Luke's Hospital, Asaba",St Luke'S Hospital,Delta
730,Delta,OSHIMILI SOUTH,"Maduemezea Hospital, Asaba",Radah Bay Hospital,Delta
731,Delta,OSHIMILI SOUTH,Temple Clinic Asaba,Temple Clinic,Delta
732,Delta,OSHIMILI SOUTH,Asaba Specialist Hospital,ASABA SPECIALIST HOSPITAL,Delta
733,Delta,OSHIMILI SOUTH,"PHC Centre, Oko-Anala",Oko-Anala Primary Health Centre,Delta
734,Delta,OSHIMILI SOUTH,PHC Okogbele,,
735,Delta,OSHIMILI SOUTH,"PHC Centre, Oko-Amakom",,
736,Delta,OSHIMILI SOUTH,Divine Care Hospital,Divine Mission Hospital,Delta
737,Delta,OSHIMILI SOUTH,Chris J Chemist,,
738,Delta,OSHIMILI SOUTH,Jessy's Chemist Shop,,
739,Delta,OSHIMILI SOUTH,Theresa's Chemist Store,,
740,Delta,OSHIMILI SOUTH,Joy Chemist Shop,,
741,Delta,OSHIMILI SOUTH,Matina Patent Medicine Store,,
742,Delta,OSHIMILI SOUTH,Rolex Patent Medicine Shop,,
743,Delta,OSHIMILI SOUTH,Icon Clinic,Icon Clinic,Delta
744,Delta,OSHIMILI SOUTH,Faith Lab,,
745,Delta,OSHIMILI SOUTH,Rowland Patent Shop,,
746,Delta,OSHIMILI SOUTH,Omoni Chemist Shop,,
747,Delta,OSHIMILI SOUTH,Glory Patent Chemist,,
748,Delta,OSHIMILI SOUTH,Ash Chemist,,
749,Delta,OSHIMILI SOUTH,Odili Chemist Store,,
750,Delta,OSHIMILI SOUTH,Comfort Konsult & Surgries,,
751,Delta,OSHIMILI SOUTH,Heros Health Care,,
752,Delta,OSHIMILI SOUTH,Kofia Chemist,,
753,Delta,OSHIMILI SOUTH,Tasha Chemist,,
754,Delta,OSHIMILI SOUTH,Rosy Medicine Store,,
755,Delta,OSHIMILI SOUTH,Elom Chemist Store,,
756,Delta,OSHIMILI SOUTH,Divine Chemist,,
757,Delta,OSHIMILI SOUTH,UpChrist Clinic,Sunrise Clinic,Delta
758,Delta,OSHIMILI SOUTH,Wilson Chemist,,
759,Delta,OSHIMILI SOUTH,God is Good Chemist Store,,
760,Delta,OSHIMILI SOUTH,Pat's Chemist Store,,
761,Delta,OSHIMILI SOUTH,Law's Chemist Store,,
762,Delta,OSHIMILI SOUTH,Diokpa Chemist Shop,,
763,Delta,OSHIMILI SOUTH,Royale Clinic,Royal Clinic,Delta
764,Delta,OSHIMILI SOUTH,Duvees Hospital,DSC Hospital,Delta
765,Delta,OSHIMILI SOUTH,Nwakanma Chemist Shop,,
766,Delta,OSHIMILI SOUTH,Dukros Chemist,,
767,Delta,OSHIMILI SOUTH,Praise Chemist Store,,
768,Delta,OSHIMILI SOUTH,Abide Chemist Store,,
769,Delta,OSHIMILI SOUTH,Fetch Stores,,
770,Delta,OSHIMILI SOUTH,Bridget Chemist,,
771,Delta,OSHIMILI SOUTH,"PHC Centre, Anwai",,
772,Delta,OSHIMILI SOUTH,DELSU Anwai Medical Centre,Federal Medical Centre Asaba,Delta
773,Delta,PATANI,General Hospital Patani,General Hospital Oghara,Delta
774,Delta,PATANI,PHC Centre Patani 2,,
775,Delta,PATANI,"PHC Centre, Patani 3",,
776,Delta,PATANI,PHC Centre Patani 5,,
777,Delta,PATANI,Agoloma PHC,,
778,Delta,PATANI,Bulu-Angiama PHC,,
779,Delta,PATANI,Abari PHC,,
780,Delta,PATANI,Adobu PHC,,
781,Delta,PATANI,"Raco Nursing Home, Odorubu",,
782,Delta,PATANI,Odorubu PHC,,
783,Delta,PATANI,"PHC Centre, Toru-Angiama",,
784,Delta,PATANI,"PHC Centre, Uduophori",Uduophori Primary Health Centre,Delta
785,Delta,PATANI,"Home of Peace, Clinic. Uduophori",,
786,Delta,PATANI,"PHC Centre, Bulu-Apelebiri",Bulu-Apelebiri Primary Health Centre,Delta
787,Delta,PATANI,PHC Toru-Apelebiri,,
788,Delta,SAPELE,Central Hosp Sapele,Sapele Central Hospital,Delta
789,Delta,SAPELE,PHC Amukpe,,
790,Delta,SAPELE,"James Clinic, Amukpe Sapele",,
791,Delta,SAPELE,"Okparavero Hopital, Sapele",,
792,Delta,SAPELE,Carin Heights Specialist Hospital,Carter Care Specialist  Hospital,Delta
793,Delta,SAPELE,Oghenechavwuko Clinic,,
794,Delta,SAPELE,Libral Clinic,Royal Clinic,Delta
795,Delta,SAPELE,Ego Clinic,Eloho Clinic,Delta
796,Delta,SAPELE,Great Major Clinic and Maternity,Elo  Favour  Clinic And Maternity,Delta
797,Delta,SAPELE,CT Clinic and Maternity,Faith Clinic And Maternity,Delta
798,Delta,SAPELE,Treasurehold Hospital,Regal Hospital,Delta
799,Delta,SAPELE,PHC Edegbode,,
800,Delta,SAPELE,PHC Ibada Elume,,
801,Delta,SAPELE,New Life Clinic Sapele,Sapele Clinic Limited,Delta
802,Delta,SAPELE,PHC Gana,,
803,Delta,SAPELE,"Deola Clinic, Sapele",Sapele Hope Clinic,Delta
804,Delta,SAPELE,PHC Etamua,,
805,Delta,SAPELE,Naval Base Hospital Sapele,,
806,Delta,SAPELE,PHC Omiemiedi,,
807,Delta,SAPELE,"Divine Care Clinic, Sapele",Divine Care Clinic,Delta
808,Delta,SAPELE,PHC Oton,,
809,Delta,SAPELE,Get Well Hospital Sapele,Sapele Central Hospital,Delta
810,Delta,SAPELE,St Elizabeth Catholic Hospital Sapele,St. Elizabeth  Catholic Hospital,Delta
811,Delta,SAPELE,Urban PHC Sapele,,
812,Delta,SAPELE,"Obule Medical Centre, Okpe Road, Sapele",,
813,Delta,SAPELE,Sapele Prisons,,
814,Delta,SAPELE,Lana Clinic,Midland Clinic,Delta
815,Delta,SAPELE,PHC Ugborhen,,
816,Delta,SAPELE,PHC Ugbukurusu,,
817,Delta,SAPELE,PHC Adegbrasa,,
818,Delta,SAPELE,PHC Okuoke,,
819,Delta,SAPELE,PHC Okuovu,,
820,Delta,UDU,PHC Aladja,,
821,Delta,UDU,PHC Orhuwhorun,,
822,Delta,UDU,PHC Ovwian,,
823,Delta,UDU,UVWIE,,
824,Delta,UDU,DSC Clinic Orhuwhorun,,
825,Delta,UDU,"Caleb Clinic & Maternity, Orhuwhorun",Shalom Clinic And Maternity,Delta
826,Delta,UDU,Royal Clinic Igbogidi,Royal Clinic,Delta
827,Delta,UDU,Heartland Hospital Udu,,
828,Delta,UDU,PHC Ekete,,
829,Delta,UDU,Get Divine Mercy Clinic,Divine Victory Excel Clinic,Delta
830,Delta,UDU,"Health Post, Owhase",Ovwian Health Post,Delta
831,Delta,UDU,PHC Oghior,,
832,Delta,UDU,PHC Centre Ubogo,,
833,Delta,UDU,PHC Emamadja,,
834,Delta,UDU,"PHC Centre, Ukpiovwin",,
835,Delta,UDU,PHC Ogbe-Udu,,
836,Delta,UDU,"PHC Centre, Ujevwu",,
837,Delta,UDU,"PHC Centre, Egini",,
838,Delta,UDU,"General Hospital, Otor-Udu",Otor-Udu General Hospital,Delta
839,Delta,UDU,PHC Otor-Udu,,
840,Delta,UDU,PHC Owhrode,,
841,Delta,UDU,PHC Oleri,,
842,Delta,UDU,PHC Opete,,
843,Delta,UGHELLI NORTH,Central Hosp Ughelli,Ughelli Central Hospital,Delta
844,Delta,UGHELLI NORTH,Urban PHC Ughelli,,
845,Delta,UGHELLI NORTH,PHC Ekiugbo,,
846,Delta,UGHELLI NORTH,"Celian Clinic, Ughelli",Celian Clinic,Delta
847,Delta,UGHELLI NORTH,Raco Nur/Maternity Home Annex Ughelli,Raco Nursing And Maternity Home,Delta
848,Delta,UGHELLI NORTH,Shekinah Medical Centre Ughelli,Shekinah Medical Centre,Delta
849,Delta,UGHELLI NORTH,PHC OTOVWODO,,
850,Delta,UGHELLI NORTH,PHC Enene,,
851,Delta,UGHELLI NORTH,SAMKESS NURSING AND MATERNITY HOME,Samkess Nursing / Maternity Home,Delta
852,Delta,UGHELLI NORTH,Faith Clinic,Unity Clinic,Delta
853,Delta,UGHELLI NORTH,"God's Care Maternity, Osadjere Street",,
854,Delta,UGHELLI NORTH,CALVARY CLINIC,Calvary Clinic,Delta
855,Delta,UGHELLI NORTH,"PCH Centre, Owanrovwon",,
856,Delta,UGHELLI NORTH,PHC Uwheru,,
857,Delta,UGHELLI NORTH,PHC Agbara-Otor,,
858,Delta,UGHELLI NORTH,Ibru Centre Clinic Agbarha-Otor,Ibru Centre Clinic,Delta
859,Delta,UGHELLI NORTH,PHC Omovwodoiribo,,
860,Delta,UGHELLI NORTH,PHC Owevwe,,
861,Delta,UGHELLI NORTH,PHC Evwreni,,
862,Delta,UGHELLI NORTH,PHC Unenurhie,,
863,Delta,UGHELLI NORTH,PHC Orogun,,
864,Delta,UGHELLI NORTH,PHC Aragba-Orogun,,
865,Delta,UGHELLI NORTH,"PHC Centre, Ovara- Orogun",,
866,Delta,UGHELLI NORTH,PHC Erhobaro,,
867,Delta,UGHELLI NORTH,PHC Ugono-Orogun,,
868,Delta,UGHELLI NORTH,PHC Eboh Orogun,,
869,Delta,UGHELLI NORTH,PHC Ododegho,,
870,Delta,UGHELLI NORTH,PHC Eruemukowharien,,
871,Delta,UGHELLI NORTH,PHC Centre Ofuoma,,
872,Delta,UGHELLI NORTH,COLLEGE OF HEALTH TEACHNOLOGY OFUOMA,,
873,Delta,UGHELLI NORTH,Sacred Heart Nursing and Maternity Home,Faith Nursing And Maternity Home (Sapele),Delta
874,Delta,UGHELLI NORTH,"PHC Centre, Odovie",,
875,Delta,UGHELLI NORTH,Uvwiama PHC,,
876,Delta,UGHELLI NORTH,Vikoga Clinic,Kowa Clinic,Delta
877,Delta,UGHELLI NORTH,PHC Agbarho,,
878,Delta,UGHELLI NORTH,PHC Ekrerhavwe,,
879,Delta,UGHELLI NORTH,PHC Ewhere,,
880,Delta,UGHELLI NORTH,General Hospital Agbarho,Aboh General Hospital,Delta
881,Delta,UGHELLI NORTH,Eloho Clinic Agbarho,Eloho Clinic,Delta
882,Delta,UGHELLI NORTH,Health Post Ekredjebor,Edjeba Health Post,Delta
883,Delta,UGHELLI NORTH,St Nicholas Clinic,St Rebecca'S Clinic,Delta
884,Delta,UGHELLI NORTH,"Divine Mission Medical Centre, Ughelli",,
885,Delta,UGHELLI NORTH,PHC Iwhrekpokpor,,
886,Delta,UGHELLI NORTH,PHC Afiesere,,
887,Delta,UGHELLI NORTH,Radiance Nursing and Maternity Home,Radiance Nursing / Maternity Home,Delta
888,Delta,UGHELLI NORTH,FREDICARE HEALTH CARE SERVICE,,
889,Delta,UGHELLI NORTH,St. Stephen's Medical Center,Shekinah Medical Centre,Delta
890,Delta,UGHELLI NORTH,Clifella Medicine Store,,
891,Delta,UGHELLI NORTH,God's Time Chemist,,
892,Delta,UGHELLI NORTH,Mercy's Chemist,,
893,Delta,UGHELLI NORTH,AJ Medicine Store,,
894,Delta,UGHELLI NORTH,Odibo Beauty Stores,,
895,Delta,UGHELLI NORTH,Elizbeth Medicine Store,,
896,Delta,UGHELLI NORTH,Trinity Hospital,Trinity Hospital,Delta
897,Delta,UGHELLI NORTH,Evlyn Store,,
898,Delta,UGHELLI NORTH,Florence Medicine Store,,
899,Delta,UGHELLI NORTH,Medicilin Healthcare,,
900,Delta,UGHELLI NORTH,Joe Store,,
901,Delta,UGHELLI NORTH,Marvelous Amechi Store,,
902,Delta,UGHELLI NORTH,Abada Julius Medicine Store,,
903,Delta,UGHELLI NORTH,Tama Medical Center,Naval  Medical Center,Delta
904,Delta,UGHELLI NORTH,Favour Medicine Shop,,
905,Delta,UGHELLI NORTH,Give & Give Store,,
906,Delta,UGHELLI NORTH,Franklyn Medical Complex,,
907,Delta,UGHELLI NORTH,Mercy Patent Medicine Store,,
908,Delta,UGHELLI NORTH,Nancy Patent Medicine Store,,
909,Delta,UGHELLI NORTH,Omamuzou Chemist Shop,,
910,Delta,UGHELLI NORTH,Ufuoma Clinic,Ufuoma Clinic,Delta
911,Delta,UGHELLI NORTH,Mercy Chemist,,
912,Delta,UGHELLI NORTH,Success Patent Medicine Store,,
913,Delta,UGHELLI NORTH,Francis Chemist Store,,
914,Delta,UGHELLI NORTH,Precious Patent Medicine Store,,
915,Delta,UGHELLI NORTH,Divine Medicine Store,,
916,Delta,UGHELLI NORTH,Anabless Chemist,,
917,Delta,UGHELLI NORTH,Ufor Hospital,Ufor Hospital,Delta
918,Delta,UGHELLI NORTH,Divine Favour Shop,,
919,Delta,UGHELLI NORTH,Pato Medicine Store,,
920,Delta,UGHELLI NORTH,C.A Maternity,Ayo Clinic And Maternity,Delta
921,Delta,UGHELLI NORTH,London Bridge Medical Store,,
922,Delta,UGHELLI NORTH,God's Glory Chemist,,
923,Delta,UGHELLI NORTH,Orogun J E Medicine Store,,
924,Delta,UGHELLI NORTH,PHC Edjekota,,
925,Delta,UGHELLI NORTH,PHC OTOGOR,,
926,Delta,UGHELLI SOUTH,"PHC Centre, Okwagbe",,
927,Delta,UGHELLI SOUTH,"Aghogho Medical Complex, Okwagbe",,
928,Delta,UGHELLI SOUTH,Ralph Medical Centre Okwagbe,Okwagbe Primary Health Centre,Delta
929,Delta,UGHELLI SOUTH,"PHC Centre, Oginibo",,
930,Delta,UGHELLI SOUTH,Our Lady Maternity Home,Mary Mercy Maternity Home,Delta
931,Delta,UGHELLI SOUTH,OBHC Okwagbe,,
932,Delta,UGHELLI SOUTH,God's Favour Nursing and Maternity Home,God'S Favour  Nursing And Maternaty  Home,Delta
933,Delta,UGHELLI SOUTH,"PHC Centre, Ophorigbala",Ophorigbala Health Post,Delta
934,Delta,UGHELLI SOUTH,"PHC Centre, Otujeremi",,
935,Delta,UGHELLI SOUTH,"PHC Centre, Edjophe",,
