state,lga,ward,facility_uid,facility_code,facility_name,facility_level,ownership,longitude,latitude,physical_location,postal_address,hours_of_operation,hiv_capable,details
Adamawa,Demsa,Borrong,23157753,02/01/1/1/1/0006,Borrong Primary Health Care Centre,Primary,Public,12.17798,9.53762,adjacent to chief palace borrong,,24hrs,,View
Adamawa,Demsa,Borrong,42918447,02/01/1/1/1/0082,MbumaraHealth Post,Primary,Public,,,,,,,View
Adamawa,Demsa,Borrong,77506711,02/01/1/1/1/0051,Tikka Health Clinic,Primary,Public,12.2464400000001,9.54881000000006,adjacent to LCCN Church tikka,,08:00am-04:,,View
Adamawa,Demsa,Demsa,41482858,02/01/1/1/1/0009,Demsa Primary Health Centre,Primary,Public,12.137329102,9.42767334000007,behind galadima residence demsa,,24hrs,,View
Adamawa,Demsa,Demsa,76914361,02/01/1/1/2/0068,Ecwa Acadamy Demsa,Primary,Private,12.1234741,9.4266968,adjacent to LCCN convention ground,,08:00am-04:,,View
Adamawa,Demsa,Demsa,35442629,02/01/1/1/1/0014,Farai Health Post,Primary,Public,12.1157226560001,9.44592285200002,opposite wrestling ground farai,,08:00am-04:,,View
Adamawa,Demsa,Demsa,84128522,02/01/1/1/1/0017,Gani Gaku Clinic,Primary,Public,12.1610717780001,9.39508056700004,"alone yola,demsa road gani gaku",,08:00am-04:,,View
Adamawa,Demsa,Demsa,71028263,02/01/1/1/1/0024,Kodomon Primary Health Care Centre,Primary,Public,12.2166100000001,9.45819000000006,along kodomun demsa road,,24hrs,,View
Adamawa,Demsa,Demsa,42118105,02/01/1/1/1/0027,Kudiri Primary Health Centre,Primary,Public,,,,,,,View
Adamawa,Demsa,Demsa,32465312,02/01/1/1/1/0031,Kwayine Heath Post,Primary,Public,,,,,,,View
Adamawa,Demsa,Demsa,24143695,02/01/1/1/2/0002,Lccn Health centre Demsa,Secondary,Private,12.14348,9.42918,along old demsa road demsa,p.o.box 21 numan,24hrs,,View
Adamawa,Demsa,Demsa,28603837,02/01/1/1/1/0038,Murgarang Health Clinic,Primary,Public,12.17605,9.46128000000004,,,,,View
Adamawa,Demsa,Demsa,75128019,02/01/1/1/1/0041,Old Demsa Health Post,Primary,Public,12.15173,9.45443,adjacent to borehole old demsa,,08:00am-04:,,View
Adamawa,Demsa,Dilli,50647565,02/01/1/1/1/0004,Billachi Health Clinic,Primary,Public,,,,,,,View
Adamawa,Demsa,Dilli,47813481,02/01/1/1/1/0061,Bosso Health Post,Primary,Public,12.14548,9.55846,adjacent to LCCN bosso,,08:00am-04:,,View
Adamawa,Demsa,Dilli,69722092,02/01/1/1/1/0010,Dilli Primary Health Centre,Primary,Public,12.15950,9.53737,adjacent to dilli secondary school,,24hrs,,View
Adamawa,Demsa,Dilli,34467305,02/01/1/1/1/0034,Loh Primary Health Centre,Primary,Public,12.1093139650001,9.50048828200005,opposite borehole loh,,24hrs,,View
Adamawa,Demsa,Dong,84125819,02/01/1/1/1/0069,Bolon Health Post,Primary,Public,11.99454,9.411706,opposite shirine house,,08:00_04:00,,View
Adamawa,Demsa,Dong,66597955,02/01/1/1/1/0011,Dong Primary Health Centre,Primary,Public,11.91948,9.393814,opposite government secondary school dong,,24hrs,,View
Adamawa,Demsa,Dong,30347259,02/01/1/1/1/0064,Farabraune Health Post,Primary,Public,11.8884888,9.3496704,"along jalingo ,nunam road farabraune",,08:00am-4:0,,View
Adamawa,Demsa,Dong,32256382,02/01/1/1/1/0080,Gada Health Post,Primary,Public,11.9391536,9.3856578,beside gada market alone numan road,,08:00-04:00,,View
Adamawa,Demsa,Dong,75780498,02/01/1/1/1/0020,Januawuri Health Clinic,Primary,Public,11.860473633,9.37292480500003,opposite janawuri secondary school,,08:00-04:00,,View
Adamawa,Demsa,Dong,40661200,02/01/1/1/1/0071,Kona Health Post,Primary,Public,,,,,,,View
Adamawa,Demsa,Dong,72516576,02/01/1/1/1/0033,Lawaru Health Post,Primary,Public,11.936889649,9.40570068400007,adjacent to lawaru primary school,,08:00am-04:,,View
Adamawa,Demsa,Dong,32353658,02/01/1/1/1/0057,Mararaba Bille Primary Health Centre,Primary,Public,,,,,,,View
Adamawa,Demsa,Dong,23039528,02/01/1/1/1/0058,Ngbekendewe Health Post,Primary,Public,11.8798828,9.4008789,opposite LCCN church ngbekendewe,,08:00am-04:,,View
Adamawa,Demsa,Dong,39665978,02/01/1/1/1/0059,Tashan Gurgu Health Post,Primary,Public,11.8630982,9.3378906,along janawuri road,,08:00am-04:,,View
Adamawa,Demsa,Dwam,36965597,02/01/1/1/1/0012,Dowaya Primary Health Centre,Primary,Public,12.0625000000001,9.45428466800007,,,,,View
Adamawa,Demsa,Dwam,48315861,02/01/1/1/1/0013,Dwam Primary Health Care Centre,Primary,Public,12.08943,9.46175000000005,adjacent to LCCN church dwam,,24hrs,,View
Adamawa,Demsa,Dwam,60317631,02/01/1/1/1/0029,Kwale Health Post,Primary,Public,12.1220703130001,9.48468017600004,near primary school kwale,,,,View
Adamawa,Demsa,Dwam,72347360,02/01/1/1/1/0083,Maliki Health Post,Primary,Public,12.07721,9.43477,adjacent to LCCN C hurch maliki,,08:00am_04:,,View
Adamawa,Demsa,Dwam,83118223,02/01/1/1/1/0044,Sabon Gari Primary Health Care Centre,Primary,Public,12.0752400000001,9.43369000000007,opposite LCCN Church sabon gari,,24hrs,,View
Adamawa,Demsa,Dwam,73955946,02/01/1/1/1/0053,Zuran 11 Health Post,Primary,Public,12.1679300000001,9.51165000000003,opposite village head residence,,08:00-04:00,,View
Adamawa,Demsa,Gwamba,31591493,02/01/1/1/1/0076,Bellanga Health Clinic,Primary,Public,12.21379,9.63117,near village head residence bellanga,,08:00am-04:,,View
Adamawa,Demsa,Gwamba,62348208,02/01/1/1/1/0019,Gwamba Primary Health care centre,Primary,Public,12.1954956050001,9.60827636700003,adjacent to government secondary school gwamba,,24hrs,,View
Adamawa,Demsa,Gwamba,65222659,02/01/1/1/1/0032,Lassala Health Clinic,Primary,Public,12.182922364,9.56268310500008,along borrong road lassala,,08:00am-04:,,View
Adamawa,Demsa,Gwamba,36397705,02/01/1/1/1/0045,Sundi Health Post,Primary,Public,12.181518554,9.62109375000006,opposite village head residence,,08:00am-04:,,View
Adamawa,Demsa,Kpasham,77959562,02/01/1/1/1/0001,Bali Primary Health Care Centre,Primary,Public,11.80167,9.312503,opposite bali market,,24hrs,,View
Adamawa,Demsa,Kpasham,58419525,02/01/1/1/1/0081,Bariki Health Post,Primary,Public,,,,,,,View
Adamawa,Demsa,Kpasham,84703830,02/01/1/1/1/0002,Bidda Health Post,Primary,Public,11.9454956050001,9.22607421900005,near mai anguwa residence,,08:00am-04:,,View
Adamawa,Demsa,Kpasham,35074502,02/01/1/1/1/0072,Bujum Kona Health Post,Primary,Public,,,,,,,View
Adamawa,Demsa,Kpasham,14652559,02/01/1/1/1/0079,Dem Health Post,Primary,Public,,,,,,,View
Adamawa,Demsa,Kpasham,52777873,02/01/1/1/1/0073,Dingle Health Post,Primary,Public,11.91534,9.31846,near mai anguwa residense,,12hr,,View
Adamawa,Demsa,Kpasham,86713029,02/01/1/1/1/0075,Gurin Kasuwa Health Post,Primary,Public,11.8040772,9.2324829,opposite mai anguwa residence,,08:00am-04:,,View
Adamawa,Demsa,Kpasham,59623494,02/01/1/1/1/0074,Kpankwai Health Post,Primary,Public,,,,,,,View
Adamawa,Demsa,Kpasham,19117633,02/01/1/1/1/0043,Kpasham Primary Health Centre,Primary,Public,,,,,,,View
Adamawa,Demsa,Kpasham,58342047,02/01/1/1/1/0060,Kwafara Health Clinic,Primary,Public,11.8204457,9.3204486,adjacent to Kwafara market,,08:00am-04:,,View
Adamawa,Demsa,Kpasham,22760041,02/01/1/1/1/0046,Tagombali Health Clinic,Primary,Public,11.8386,9.32943,adjacent to tagombali market,,08:00am-04:,,View
Adamawa,Demsa,Mbula,23385643,02/01/1/1/1/0025,Kpakmyagi Health Clinic,Primary,Public,12.26652,9.49504,near LCCN Chucrh kpakmyagi,,08:00am-04:,,View
Adamawa,Demsa,Mbula,12781788,02/01/1/1/1/0036,Mbula Primary Health Care Centre,Primary,Public,12.19237,9.51128000000006,near mbula secondary school,,24hrs,,View
Adamawa,Demsa,Mbula,52088609,02/01/1/1/1/0066,Mwarawo Health Clinic,Primary,Public,12.21226,9.50861,along mbula road mwarawo,,08:00am-04:,,View
Adamawa,Demsa,Mbula,21608703,02/01/1/1/1/0047,Tahau Primary Health Care Centre,Primary,Public,12.16798,9.51175,opposite tahau government secondary school,,24hrs,,View
Adamawa,Demsa,Mbula,57676142,02/01/1/1/1/0070,Tassala Health Post,Primary,Public,12.14691,9.50030,opposite CAC Church tassala,,08:00am-04:,,View
Adamawa,Demsa,Nassarawo Demsa,65259835,02/01/1/1/1/0067,Francis Dire Memorial Clinic,Primary,Public,12.06227,9.45784,along demsa guest inn nassarawo demsa,,08:00am-04:,,View
Adamawa,Demsa,Nassarawo Demsa,29619990,02/01/1/1/1/0015,Gadina Health Clinic,Primary,Public,12.072925,9.4464722,adjacent to goroba trees gadina,,08:00am-04:,,View
Adamawa,Demsa,Nassarawo Demsa,59118785,02/01/1/1/2/0003,Grace Land  Clinic and maternity home,Secondary,Private,,,,,,,View
Adamawa,Demsa,Nassarawo Demsa,85153483,02/01/1/1/1/0023,Kedemure Primary Health Centre,Primary,Public,12.00248,9.33227000000005,near village head residence kedemure,,08:00am-04:,,View
Adamawa,Demsa,Nassarawo Demsa,29166855,02/01/1/1/1/0065,Lupanga Health Clinic,Primary,Public,12.19763,9.48721,opposite mai anguwa residence,,08:00am-04:,,View
Adamawa,Demsa,Nassarawo Demsa,72450929,02/01/1/1/1/0022,Model Primary Health Care Centre,Primary,Public,,,,,,,View
Adamawa,Demsa,Nassarawo Demsa,61645460,02/01/1/1/1/0057,Nasarawo Demsa Primary health centre,Primary,Public,12.04734,9.4512267,near bright future school nassarawo demsa,,24hrs,,View
Adamawa,Fufore,Beti,65069512,02/02/1/1/1/0006,Ba-Umse Health Post,Primary,Public,12.72038,8.90537,Opp mosque,,8hrs,,View
Adamawa,Fufore,Beti,29477059,02/02/1/1/1/0008,Belichiuti  Primary Health Care Center,Primary,Public,12.6369274,9.1846217,Opp. Primary school,,24hrs,,View
Adamawa,Fufore,Beti,19010693,02/02/1/1/1/0011,Beti Health Post,Primary,Public,12.66346,9.07105,Along karlahi road,,12hrs,,View
Adamawa,Fufore,Beti,60140259,02/02/1/1/1/0015,Chigari primary  Health Care  Center,Primary,Public,12.66343,9.07102,Opp. primary school,,24hrs,,View
Adamawa,Fufore,Beti,41241933,02/02/1/1/1/0030,Garin Cekke Health Post,Primary,Public,12.7006836,9.0908813,Near mosque,,12hrs,,View
Adamawa,Fufore,Beti,34593841,02/02/1/1/1/0033,Gawi Health Post,Primary,Public,12.65091,9.22167,Opp. primary school,,8hrs,,View
Adamawa,Fufore,Beti,16070011,02/02/1/1/1/0074,Wuro Ardo Health Clinic,Primary,Public,12.59987,9.15764,Along fufore road,,12hrs,,View
Adamawa,Fufore,Farang,70560323,02/02/1/1/1/0021,Damare Health Post,Primary,Public,12.97058,9.65096,Opp. Solar bore hole,,16hrs,,View
Adamawa,Fufore,Farang,65192104,02/02/1/1/2/0002,Farang Primary Health Care Center,Primary,Public,12.91561,9.57769,"Along maiha road, opp central mosque",,24hrs,,View
Adamawa,Fufore,Farang,21697311,02/02/1/1/1/0054,Kuriyaji Health Post,Primary,Public,13.03677,9.63895,Near hand pump,,12hrs,,View
Adamawa,Fufore,Farang,49785146,02/02/1/1/1/0043,Magdari Health Post,Primary,Public,12.94712,9.66733,Opp primary school,,12hrs,,View
Adamawa,Fufore,Farang,58677834,02/02/1/1/1/0060,Mubako Health Post,Primary,Public,12.99795,9.57897,Along maiha road,,16hrs,,View
Adamawa,Fufore,Farang,61202562,02/02/1/1/1/0001,Ribadu Malabu Health Post,Primary,Public,12.86221,9.64442,Near bore hole,,12hrs,,View
Adamawa,Fufore,Fufore,39641698,02/02/1/2/1/0001,Fufore Cottage Hospital,Secondary,Public,12.66393,9.21648,"Gurin road, Fufore",,24hrs,,View
Adamawa,Fufore,Fufore,31168304,02/02/1/1/1/0026,Fufore Primary Health Care Center,Primary,Public,12.65103,9.21824,Opp local govt secretariat,,24hrs,,View
Adamawa,Fufore,Fufore,20970093,02/02/1/1/1/0065,Njanjangre Health Post,Primary,Public,12.73874,9.22256,Opp. primary school,,12hrs,,View
Adamawa,Fufore,Gurin,45475960,02/02/1/1/1/0016,Chikito Primary Health Care Center,Primary,Public,12.8733128,9.2423689,Opp market,,24hrs,,View
Adamawa,Fufore,Gurin,60290656,02/02/1/1/1/0036,Gurin Primary Health Care Center,Primary,Public,12.8842378,9.117096,Opp. motor park,,24hrs,,View
Adamawa,Fufore,Gurin,33560034,02/02/1/1/1/0061,Muniga Primary Health Care Center,Primary,Public,12.82383,9.14540,Near Primary school,,24hrs,,View
Adamawa,Fufore,Gurin,37359492,02/07/1/1/1/0040,Parda Health Clinic,Primary,Public,12.43326,9.10927,Along gurin road,,10hrs,,View
Adamawa,Fufore,Gurin,84026034,02/02/1/1/1/0063,Wauru Nelbi Health Post,Primary,Public,12.8607203,9.0521116,Near  water point,,8hrs,,View
Adamawa,Fufore,Gurin,75065120,02/02/1/1/1/0042,Wuro Yolde Gurin Health Post,Primary,Public,12.87268,9.11738,Behind primary health care centre,,8hrs,,View
Adamawa,Fufore,Karlahi,31744697,02/02/1/1/1/0003,Bagauri Health Post,Primary,Public,12.6154613,8.834331,Near water point,,8hrs,,View
Adamawa,Fufore,Karlahi,82730521,02/02/1/1/1/0013,Bosivani Health Post,Primary,Public,12.4844971,8.7988892,Near primary school,,8hrs,,View
Adamawa,Fufore,Karlahi,56418831,02/02/1/1/1/0034,Gogra Primary  Health Care Center,Primary,Public,12.57342,8.94538,Opp primary school,,24hrs,,View
Adamawa,Fufore,Karlahi,67326318,02/02/1/1/1/0037,Gwerigwa Health Post,Primary,Public,12.59774,8.91619,Near primary school,,8hrs,,View
Adamawa,Fufore,Karlahi,15738108,02/02/1/1/1/0040,Karlahi Primary  Health Care Center,Primary,Public,12.5721731,8.8420692,Opp District head palaces,,,,View
Adamawa,Fufore,Karlahi,67399217,02/02/1/1/1/0064,Ngurore Health Post,Primary,Public,12.61712,8.97714,Along karlahi road,,10hrs,,View
Adamawa,Fufore,Mayo-Ine,54764274,02/02/1/1/1/0031,Gatiro Health Post,Primary,Public,12.26246,9.07419,Near mosque,,8hrs,,View
Adamawa,Fufore,Mayo-Ine,59764352,02/02/1/1/1/0048,Jilima Sam Health Post,Primary,Public,12.07833,9.02117,Near water pump,,8hrs,,View
Adamawa,Fufore,Mayo-Ine,39149095,02/02/1/1/1/0050,Kabillo Primary  Health Care Center,Primary,Public,12.20918,9.03101,Opp police station,,24hrs,,View
Adamawa,Fufore,Mayo-Ine,25078680,02/02/1/1/1/0052,Kiri Primary  Health care center,Primary,Public,12.21975,9.09603,Opp Bore hole,,24hrs,,View
Adamawa,Fufore,Mayo-Ine,58547431,02/02/1/1/1/0057,Mayo-Ine Primary Health Care Center,Primary,Public,12.23073,9.11512,Near GDSS,,24hrs,,View
Adamawa,Fufore,Mayo-Ine,75230336,02/02/1/1/1/0059,Mayo-Sirkan Health Clinic,Primary,Public,12.17176,9.02716,Along kabillo road,,8hrs,,View
Adamawa,Fufore,Mayo-Ine,32162960,02/02/1/1/1/0062,Ndingala Health Post,Primary,Public,12.22038,8.92670,Behind  primary school,,12hrs,,View
Adamawa,Fufore,Mayo-Ine,42355615,02/02/1/1/1/0075,Wuro Lamido Health Post,Primary,Public,12.23386,9.19218,Behind primary school,,8hrs,,View
Adamawa,Fufore,Pariya,54347554,02/02/1/1/1/0002,Bagale Primary Health Care Center,Primary,Public,12.68146,9.34566,Opp GDSS,,24hrs,,View
Adamawa,Fufore,Pariya,51969370,02/02/1/1/1/0010,Bengo Health Clinic,Primary,Public,12.72313,9.41336,Opp primary school,,8hrs,,View
Adamawa,Fufore,Pariya,86811066,02/02/1/1/2/0001,Daware Primary Health Care Center,Primary,Public,,,,,,,View
Adamawa,Fufore,Pariya,80768238,02/02/1/1/1/0028,Furo Primary Health Clinic,Primary,Public,12.72256,9.45110,Opp primary school,,12hrs,,View
Adamawa,Fufore,Pariya,27382226,02/02/1/1/1/0046,Holmawo  HealthPost,Primary,Public,12.78756,9.38817,Along wuro bokki road,,8hrs,,View
Adamawa,Fufore,Pariya,61156401,02/02/1/1/1/0051,Kadarbu Health Clinic,Primary,Public,12.70215,9.51124,Along malabu road,,10hrs,,View
Adamawa,Fufore,Pariya,43267379,02/02/1/1/1/0067,Pariya Primary Health Care Center,Primary,Public,12.70031,9.37945,Near GDSS,,24hrs,,View
Adamawa,Fufore,Pariya,80916260,02/02/1/1/1/0077,Wuro Yolde  Health Post,Primary,Public,12.75023,9.53807,Opp primary school,,8hrs,,View
Adamawa,Fufore,Ribadu,65185397,02/02/1/1/1/0014,Chofajaule Health Clinic,Primary,Public,12.8648472,9.3158382,Near Primary school,,8hrs,,View
Adamawa,Fufore,Ribadu,39505064,02/02/1/3/1/0001,Dasin Primary Health Care Centre,Primary,Public,12.6483364,9.2659533,Near GDSS,,24hrs,,View
Adamawa,Fufore,Ribadu,27730064,02/02/1/1/1/0020,Dason Bwatiye Health Post,Primary,Public,12.6338259,9.252284,Along Dasin road,,8hrs,,View
Adamawa,Fufore,Ribadu,16066563,02/02/1/1/1/0024,Dulo Bwatiye Primary Health Care Center,Primary,Public,12.78004,9.34528,Opp Primary school,,24hrs,,View
Adamawa,Fufore,Ribadu,49471998,02/02/1/1/1/0025,Dulo Fulani Health Post,Primary,Public,12.79221,9.29268,Near mosque,,8hrs,,View
Adamawa,Fufore,Ribadu,58028115,02/02/1/1/1/0070,Ribadu Primary Health Care Center,Primary,Public,12.7034226,9.2984429,Opp market,,24hrs,,View
Adamawa,Fufore,Ribadu,68195778,02/02/1/1/1/0044,Wafango Health Post,Primary,Public,12.6810459,9.2682477,Along ribadu road,,6hrs,,View
Adamawa,Fufore,Uki-Tuki,76491103,02/02/1/1/1/0017,Cholli Primary Health Care Center,Primary,Public,12.4744218,9.1057126,Near primary school,,24hrs,,View
Adamawa,Fufore,Uki-Tuki,67916510,02/02/1/1/1/0029,Gabsin Health Post,Primary,Public,12.583313,9.0778809,Near  primary school,,8hrs,,View
Adamawa,Fufore,Uki-Tuki,80831581,02/02/1/1/1/0049,Jili Health Post,Primary,Public,12.4563516,9.0622117,Near primary school,,8hrs,,View
Adamawa,Fufore,Uki-Tuki,63261045,02/02/1/1/1/0053,Koksupa Health Post,Primary,Public,12.4562988,9.0620728,Near hand pump,,8hrs,,View
Adamawa,Fufore,Uki-Tuki,23912741,02/02/1/1/1/0079,Safa Tawa Health Post,Primary,Public,12.39702,9.02536,Along yadim road,,8hrs,,View
Adamawa,Fufore,Uki-Tuki,47667686,02/02/1/1/1/0072,Tomsoro  Health Post,Primary,Public,12.4824829,9.0526733,Near hand pump,,8hrs,,View
Adamawa,Fufore,Wuro-Bokki,29423205,02/02/1/1/1/0012,Bilachi Health Clinic,Primary,Public,12.85157,9.37824,Near check point,,8hrs,,View
Adamawa,Fufore,Wuro-Bokki,19826169,02/02/1/1/1/0019,Dasin Abba Kumbo Health Post,Primary,Public,12.84157,9.39753,OPP hand pump,,8hrs,,View
Adamawa,Fufore,Wuro-Bokki,85579618,02/02/1/1/1/0022,Dengeshi Health Post,Primary,Public,12.85680,9.53784,Near hand pump,,8hrs,,View
Adamawa,Fufore,Wuro-Bokki,78605271,02/02/1/1/1/0045,Malabu Primary Health Care Centre,Primary,Public,12.77971,9.56171,Opposite Central Mosque,,24hrs,,View
Adamawa,Fufore,Wuro-Bokki,33251704,02/02/1/1/1/0056,Wuro-Bokki Primary Health Care Centre,Primary,Public,12.79506,9.39126,NEAR GOVT DAY SEC SCHOOL WURO BOKKI,,24HRS,,View
Adamawa,Fufore,Yadim,82869053,02/02/1/1/1/0005,Bati Health Post,Primary,Public,12.460083,8.8861084,Near Primary School,,12hrs,,View
Adamawa,Fufore,Yadim,46469264,02/02/1/1/1/0009,Bengni Health Clinic,Primary,Public,12.3933106,8.8909302,Near Primary School,,12hrs / 06:,,View
Adamawa,Fufore,Yadim,41652127,02/02/1/1/1/0055,Lainde Health Post,Primary,Public,12.4699097,8.84729,Near hand pump,,6hrs,,View
Adamawa,Fufore,Yadim,46689457,02/02/1/1/1/0066,Nyibango Health Post,Primary,Public,12.33864,9.00515,CLOSE TO PRIMARY SCHOOL,,12hrs,,View
Adamawa,Fufore,Yadim,82713853,02/02/1/1/1/0041,Ogburi Health Post,Primary,Public,12.42037,8.79979,Near Primary School,,12hrs,,View
Adamawa,Fufore,Yadim,26222829,02/02/1/1/2/0005,St Mary Health Post,Primary,Private,12.4066773,8.9777222,Near market,,12hrs,,View
Adamawa,Fufore,Yadim,77054342,02/02/1/1/1/0080,Ugi Health post,Primary,Public,12.44464,8.97083,Near primary school,,12hrs,,View
Adamawa,Fufore,Yadim,79883411,02/02/1/1/1/0079,Wuitere Health Post,Primary,Public,12.39924,8.85077,Near water point,,8hrs,,View
Adamawa,Fufore,Yadim,15582607,02/02/1/1/1/0078,Yadim Primary Health Care Centre,Primary,Public,12.4015897,8.9730509,Opposite District Head's Palace,,24hrs,,View
Adamawa,Ganye,Bakari Goso,79415993,02/03/1/1/1/0002,Babidi Primary Health Clinic,Primary,Public,12.18659,8.63943,Near Central Borehole Babidi,,24hrs,,View
Adamawa,Ganye,Bakari Goso,25824465,02/03/1/1/1/0004,Bakari Goso Primary Health Care Center,Primary,Public,12.27135,8.54517,Near Bakari Goso Market,,24hrs,,View
Adamawa,Ganye,Bakari Goso,75872484,02/03/1/1/2/0003,Dirdiu Primary Health Clinic,Primary,Public,12.19424,8.59010,Beside Abubakar A. Gagara House Dirdiu,,24hrs,,View
Adamawa,Ganye,Bakari Goso,19421754,02/03/1/1/1/0065,Modibbo Hamman Adama Primary Health Clinic,Primary,Public,12.15384,8.623489,Beside Wuro Modibbo Primary School,,12hrs,,View
Adamawa,Ganye,Gamu,80775933,02/03/1/1/1/0018,Dissol Health Post,Primary,Public,12.05799,8.322234,Opposite Malam Musa Gambo House Dissol,,24hrs,,View
Adamawa,Ganye,Gamu,14209225,02/03/1/1/1/0021,Gamu Primary Health Care Center,Primary,Public,12.06773,8.26463,Opposite Gamu Filling Station,,24hrs,,View
Adamawa,Ganye,Gamu,44368892,02/03/1/1/1/0053,Sankom Primary Health Clinic,Primary,Public,12.03055,8.30813,Near Catholic Church Sankom,,24hrs,,View
Adamawa,Ganye,Ganye 1,86195770,02/03/1/1/1/0046,New Market Health Post,Primary,Public,,,,,,,View
Adamawa,Ganye,Ganye 1,66988845,02/03/1/1/2/0006,Nodinga Health Clinic,Primary,Private,12.06203,8.43496,Opposite Ganye II Primary School,,24hrs,,View
Adamawa,Ganye,Ganye 1,55322666,02/03/1/1/1/0048,Old Market Primary Health Care Center,Primary,Public,12.05290,8.43120,Opposite Old Market Ganye,,24hrs,,View
Adamawa,Ganye,Ganye 1,55706899,02/03/1/1/2/0007,Sunshine Health Clinic,Primary,Private,12.06227,8.43487,Opposite First Bank of Nigeria PLC Ganye Branch,P. O. Box 193 Ganye,24hrs,,View
Adamawa,Ganye,Ganye 1,85588187,02/03/1/1/1/0070,Yalaki Primary Health Clinic,Primary,Public,,,,,,,View
Adamawa,Ganye,Ganye 2,67403316,02/03/1/1/1/0069,Buwangal Primary Health Clinic,Primary,Public,,,,,,,View
Adamawa,Ganye,Ganye 2,44834990,02/03/1/1/1/0010,Dadiri Nwanjummi Health Post,Primary,Public,12.05811,8.46246,Opposite Aminu Adamu Sanda Primary School,,8hrs 8.00am,,View
Adamawa,Ganye,Ganye 2,71549176,02/03/1/1/1/0022,Gangdona Primary Health Care Center,Primary,Public,12.10733,8.44265,Beside Gangdona Primary School,,24hrs,,View
Adamawa,Ganye,Ganye 2,42673098,02/03/1/1/1/0031,Gangwokki Health Post,Primary,Public,12.04817,8.44653,Opposite Junction Gangwoki,,8hrs 8.00am,,View
Adamawa,Ganye,Ganye 2,19422030,02/03/1/2/1/0001,General Hospital Ganye,Secondary,Public,12.062033,8.43432,Opposite Ganggalaso Market Ganye,,24hrs,,View
Adamawa,Ganye,Ganye 2,49421077,02/03/1/1/2/0066,Jippu Jam Maternity Home,Primary,Private,12.06182,8.43345,Behind Catholic Church Tudun wada Ganye,,24hrs,,View
Adamawa,Ganye,Ganye 2,24922387,02/03/1/1/2/0067,Maria Yebbi Memorial Dispensary,Primary,Private,12.06203,8.43496,Beside NTA station Ganye,,24hrs,,View
Adamawa,Ganye,Ganye 2,15139699,02/03/1/1/1/0049,Pessi Health Post,Primary,Public,12.13168,8.44933,Near Pessi Primary School,,8hrs 8.00am,,View
Adamawa,Ganye,Gurum Pawo,45126349,02/03/1/1/1/0023,Gangjaen Health Post,Primary,Public,11.95784,8.419881,Near Ahmadu Jangawe House Gangjaen,,8hrs 4.00am,,View
Adamawa,Ganye,Gurum Pawo,21329787,02/03/1/1/2/0004,Guding Health Post,Primary,Public,11.98947,8.44139,Near Jumma'a Mosque,,8hrs 8.00am,,View
Adamawa,Ganye,Gurum Pawo,18670968,02/03/1/1/1/0041,Gurum Pawo Primary Health Care Center,Primary,Public,11.93824,8.45144,Opposite Gurum pawo Primary School,,24hrs,,View
Adamawa,Ganye,Gurum Pawo,21823668,02/03/1/1/1/0051,Sammeri Primary Health Clinic,Primary,Public,11.95606,8.42587,Near Rumpa Market Sammeri,,24hrs,,View
Adamawa,Ganye,Jaggu,17196921,02/03/1/1/1/0005,Banda Tsarga Health Post,Primary,Public,12.04655,8.44236,Near LCCN Church Banda Tsarga,,8hrs 8.00am,,View
Adamawa,Ganye,Jaggu,49464311,02/03/1/1/1/0035,Garamba Health Post,Primary,Public,12.12011,8.43359,Near Mai Jimila Garamba House,,8hrs 8.00am,,View
Adamawa,Ganye,Jaggu,57830774,02/03/1/1/1/0043,Jaggu Primary Health Care Centre,Primary,Public,12.19151,8.48935,Behind District Head of Jaggu's Palace,,24hrs,,View
Adamawa,Ganye,Jaggu,87214759,02/03/1/1/1/0056,Wadore  Health Post,Primary,Public,12.16312,8.46591,Near Wadore Mosque,,8hrs 8.00am,,View
Adamawa,Ganye,Sangassumi,51718791,02/03/1/1/2/0068,Aliyu Waziri Memorial Dispensary,Primary,Private,12.04001,8.43967,Opposite Late Joseph Jela House Sangassumi,,24hrs,,View
Adamawa,Ganye,Sangassumi,15435435,02/03/1/1/1/0052,Sangassumi Primary Health Care Center,Primary,Public,12.04531,8.44567,Beside Susommen's House,,24hrs,,View
Adamawa,Ganye,Sugu,70154005,02/03/1/1/1/0030,Gangtum Primary Health Clinic,Primary,Public,11.94500,8.36323,Opposite Gangtum Jumma'a Mosque,,24hrs,,View
Adamawa,Ganye,Sugu,19740647,02/03/1/1/1/0032,Gangwon Primary Health Clinic,Primary,Public,12.22711,8.22602,Near Mai Unguwa's House,,8hrs 8.00am,,View
Adamawa,Ganye,Sugu,42384158,02/03/1/1/1/0055,Sugu Primary Health Care Center,Primary,Public,12.06720,8.37792,Near Catholic Church Sugu,,24hrs,,View
Adamawa,Ganye,Timdore,48126554,02/03/1/1/1/0009,Dabora Health Post,Primary,Public,11.98871,8.466242,Opposite Dabora Market,,8hrs 8.00am,,View
Adamawa,Ganye,Timdore,74431099,02/03/1/1/1/0011,Daksam Health Post,Primary,Public,11.94585,8.47084,Opposite Daksam Market,,8hrs 8.00am,,View
Adamawa,Ganye,Timdore,44266859,02/03/1/1/1/0040,Gurum Christian Dispensary,Primary,Private,11.96524,8.47059,Near Gurum Nongvan Primary School,,24hrs,,View
